,id,country,country_3,city,longitude,latitude,cohort,role
1304,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,6,expert
1305,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,6,mentor
1306,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,8,mentor
1307,serahrono,Estonia,EST,Tallinn,24.7453688,59.4372155,3,expert
1308,seunolufemi123,Nigeria,NGA,Abuja,7.4892974,9.0643305,7,participant
1309,seunolufemi123,Nigeria,NGA,Abuja,7.4892974,9.0643305,8,expert
1310,seunolufemi123,Nigeria,NGA,Abuja,7.4892974,9.0643305,8,facilitator
1311,seunolufemi123,Nigeria,NGA,Abuja,7.4892974,9.0643305,catalyst,participant
1312,sgibson91,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,2,expert
1313,sgibson91,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,2,mentor
1314,sgibson91,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,3,expert
1315,sgibson91,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,3,participant
1316,sgibson91,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,3,mentor
1317,sgsfak,,,,,,3,participant
1318,shaychavoshian,Canada,CAN,,,,dra,participant
1319,shmuhammad2004,Nigeria,NGA,Kano,8.5364136,11.8948389,3,participant
1320,shurui-zhou,Canada,CAN,Toronto,-79.3839347,43.6534817,dra,mentor
1321,silvia-di-giorgio,Germany,DEU,Cologne,0.9774958,43.7218277,dra,mentor
1322,silvia-di-giorgio,Germany,DEU,Cologne,0.9774958,43.7218277,dra,mentor
1323,silvia-di-giorgio,Germany,DEU,Cologne,0.9774958,43.7218277,dra,mentor
1324,simplice94,Canada,CAN,,,,dra,participant
1325,sithyphus,United States,USA,,,,1,participant
1326,sivasubramanian-murugappan,Ireland,IRL,Limerick,-8.6301239,52.661252,7,participant
1327,sjb287,United States,USA,Urbana,-88.207301,40.1117174,3,participant
1328,sk-sahu,India,IND,,,,2,participant
1329,sladjana-lukic,United States,USA,New York City,-74.0060152,40.7127281,5,participant
1330,slldec,Argentina,ARG,Buenos Aires,-58.4440583,-34.6083696,5,participant
1331,slldec,Argentina,ARG,Buenos Aires,-58.4440583,-34.6083696,7,facilitator
1332,slldec,Argentina,ARG,Buenos Aires,-58.4440583,-34.6083696,7,mentor
1333,slldec,Argentina,ARG,Buenos Aires,-58.4440583,-34.6083696,dra,mentor
1334,slldec,Argentina,ARG,Buenos Aires,-58.4440583,-34.6083696,dra,mentor
1335,smhall97,United Kingdom,GBR,Oxford,-1.2578499,51.7520131,6,mentor
1336,smhall97,United Kingdom,GBR,Oxford,-1.2578499,51.7520131,7,participant
1337,smhall97,United Kingdom,GBR,Oxford,-1.2578499,51.7520131,8,mentor
1338,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,2,participant
1339,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,3,expert
1340,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,3,mentor
1341,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,4,expert
1342,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,5,mentor
1343,snovin24,Canada,CAN,,,,dra,participant
1344,sofia-kirke-forslund,Germany,DEU,Berlin,13.3888599,52.5170365,2,expert
1345,sonibk,Kenya,KEN,,,,2,participant
1346,sorenaazarhazin71,Canada,CAN,,,,dra,participant
1347,spitschan,Germany,DEU,Munich,11.5753822,48.1371079,3,participant
1348,spitschan,Germany,DEU,Munich,11.5753822,48.1371079,7,participant
1349,stacey-koornneef,Canada,CAN,,,,dra,participant
1350,stefan-gaillard,Netherlands,NLD,,,,2,participant
1351,stefaniebutland,Canada,CAN,Kamloops,-120.339415,50.6758269,3,expert
1352,stefaniebutland,Canada,CAN,Kamloops,-120.339415,50.6758269,5,expert
1353,stefaniebutland,Canada,CAN,Kamloops,-120.339415,50.6758269,8,speaker
1354,steve4tu.github.io,Canada,CAN,,,,dra,participant
1355,sudarshangc,Nepal,NPL,,,,1,participant
1356,sudhipv,Canada,CAN,,,,dra,participant
1357,susan-njuki,Kenya,KEN,,,,catalyst,participant
1358,susana465,United Kingdom,GBR,,,,6,participant
1359,tai-rocha,Brazil,BRA,Rio De Janeiro,-43.2093727,-22.9110137,2,participant
1360,tai-rocha,Brazil,BRA,Rio De Janeiro,-43.2093727,-22.9110137,3,expert
1361,tajuddeen1,Nigeria,NGA,,,,8,mentor
1362,tajuddeen1,Nigeria,NGA,,,,catalyst,organizer
1363,tajuddeen1,Nigeria,NGA,,,,catalyst,mentor
1364,tajuddeen1,Nigeria,NGA,,,,catalyst,speaker
1365,tajuddeen1,Nigeria,NGA,,,,catalyst,speaker
1366,taladejebi,Canada,CAN,,,,dra,participant
1367,tallmar,,,,,,6,expert
1368,teddygroves,Denmark,DNK,Copenhagen,12.5700724,55.6867243,8,participant
1369,teresa-cisneros,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,5,expert
1370,teresa-m,Germany,DEU,Freiburg,7.8494005,47.9960901,3,participant
1371,azam-dashti,Canada,CAN,,,,dra,participant
1372,thatspacegirl,India,IND,Bengaluru,77.590082,12.9767936,4,participant
1373,thatspacegirl,India,IND,Bengaluru,77.590082,12.9767936,5,participant
1374,thessaly,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,1,speaker
1375,thessaly,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,2,expert
1376,thessaly,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,2,speaker
1377,thessaly,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,3,expert
1378,thessaly,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,4,expert
1379,thomas-mboa,Cameroon,CMR,,,,3,speaker
1380,tklingstrom,Sweden,SWE,,,,2,expert
1381,tlaguna,Spain,ESP,Madrid,-3.7035825,40.4167047,2,participant
1382,tlaguna,Spain,ESP,Madrid,-3.7035825,40.4167047,3,mentor
1383,tnabtaf,United States,USA,,,,2,expert
1384,tnabtaf,United States,USA,,,,2,mentor
1385,tnabtaf,United States,USA,,,,4,expert
1386,tnabtaf,United States,USA,,,,4,mentor
1387,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,1,mentor
1388,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,2,expert
1389,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,3,expert
1390,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,3,mentor
1391,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,3,mentor
1392,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,6,expert
1393,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,8,speaker
1394,tokioblues,Argentina,ARG,Salta,-64.3494964,-25.1076701,8,participant
1395,torigijzen,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,8,participant
1396,toub1,Canada,CAN,,,,dra,participant
1397,trallard,United Kingdom,GBR,Manchester,-2.2451148,53.4794892,2,speaker
1398,trevor-hamlin,,,,,,8,participant
1399,tsonika,Australia,AUS,Melbourne,144.9631732,-37.8142454,2,expert
1400,tsonika,Australia,AUS,Melbourne,144.9631732,-37.8142454,2,mentor
1401,tsonika,Australia,AUS,Melbourne,144.9631732,-37.8142454,3,expert
1402,tsonika,Australia,AUS,Melbourne,144.9631732,-37.8142454,3,mentor
1403,ugognw,Canada,CAN,,,,dra,participant
1404,ujwal-shrestha,Nepal,NPL,Kathmandu,85.3205817,27.708317,3,participant
1405,umutpajaro,Colombia,COL,Cartagena,-75.5441671,10.4265566,7,participant
1406,umutpajaro,Colombia,COL,Cartagena,-75.5441671,10.4265566,8,mentor
1407,umutpajaro,Colombia,COL,Cartagena,-75.5441671,10.4265566,dra,mentor
1408,umutpajaro,Colombia,COL,Cartagena,-75.5441671,10.4265566,dra,mentor
1409,umutpajaro,Colombia,COL,Cartagena,-75.5441671,10.4265566,dra,mentor
1410,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,1,expert
1411,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,1,mentor
1412,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,1,participant
1413,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,2,expert
1414,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,2,mentor
1415,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,2,speaker
1416,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,3,expert
1417,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,3,mentor
1418,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,3,mentor
1419,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,3,speaker
1420,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,4,expert
1421,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,4,mentor
1422,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,5,mentor
1423,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,5,speaker
1424,usmood,,,,,,6,participant
1425,valerie-parent,Canada,CAN,,,,2,participant
1426,varlottaang,Italy,ITA,Rionero In Vulture,15.6694407,40.9261881,7,participant
1427,vborghe,Canada,CAN,Montréal,-73.5698065,45.5031824,5,participant
1428,vcheplygina,Netherlands,NLD,,,,2,expert
1429,veroxgithub,Argentina,ARG,"Avellaneda, Pba.",-58.3628061,-34.6648394,5,participant
1430,veroxgithub,Argentina,ARG,"Avellaneda, Pba.",-58.3628061,-34.6648394,8,mentor
1431,vhellon,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,5,participant
1432,vickygisel,Argentina,ARG,Oro Verde,-64.29891743033643,-31.132197599999998,5,participant
1433,vickynembaware,South Africa,ZAF,,,,1,expert
1434,vickynembaware,South Africa,ZAF,,,,1,mentor
1435,vickynembaware,South Africa,ZAF,,,,2,expert
1436,vincent-comeau,Canada,CAN,,,,dra,participant
1437,virginiagarciaalonso,Argentina,ARG,,,,8,participant
1438,vrindagupta0,Canada,CAN,,,,dra,participant
1439,vskentrou,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,8,participant
1440,wasifarahman,Bangladesh,BGD,,,,2,participant
1441,web-learning,South Africa,ZAF,Johannesburg,28.049722,-26.205,8,participant
1442,web-learning,South Africa,ZAF,Johannesburg,28.049722,-26.205,dra,mentor
1443,web-learning,South Africa,ZAF,Johannesburg,28.049722,-26.205,dra,mentor
1444,web-learning,South Africa,ZAF,Johannesburg,28.049722,-26.205,dra,mentor
1445,wendy-andrews,,,,,,8,participant
1446,wykhuh,United States,USA,Los Angeles,-118.242766,34.0536909,4,participant
1447,xaxasm,Colombia,COL,Bucaramanga,-73.1047294009737,7.16698415,7,participant
1448,yalbi-i-balderas-martinez,Mexico,MEX,,,,catalyst,participant
1449,yanick-diapa-nana,Cameroon,CMR,Yaoundé,11.5213344,3.8689867,7,participant
1450,yhordijk,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,8,participant
1451,ykho001,United Kingdom,GBR,,,,8,participant
1452,yochannah,United Kingdom,GBR,,,,1,organizer
1453,yochannah,United Kingdom,GBR,,,,1,mentor
1454,yochannah,United Kingdom,GBR,,,,1,speaker
1455,yochannah,United Kingdom,GBR,,,,1,speaker
1456,yochannah,United Kingdom,GBR,,,,1,speaker
1457,yochannah,United Kingdom,GBR,,,,2,expert
1458,yochannah,United Kingdom,GBR,,,,2,organizer
1459,yochannah,United Kingdom,GBR,,,,2,mentor
1460,yochannah,United Kingdom,GBR,,,,2,mentor
1461,yochannah,United Kingdom,GBR,,,,2,speaker
1462,yochannah,United Kingdom,GBR,,,,3,expert
1463,yochannah,United Kingdom,GBR,,,,3,organizer
1464,yochannah,United Kingdom,GBR,,,,3,mentor
1465,yochannah,United Kingdom,GBR,,,,3,mentor
1466,yochannah,United Kingdom,GBR,,,,3,mentor
1467,yochannah,United Kingdom,GBR,,,,3,speaker
1468,yochannah,United Kingdom,GBR,,,,3,speaker
1469,yochannah,United Kingdom,GBR,,,,4,organizer
1470,yochannah,United Kingdom,GBR,,,,4,mentor
1471,yochannah,United Kingdom,GBR,,,,4,speaker
1472,yochannah,United Kingdom,GBR,,,,4,speaker
1473,yochannah,United Kingdom,GBR,,,,5,organizer
1474,yochannah,United Kingdom,GBR,,,,5,mentor
1475,yochannah,United Kingdom,GBR,,,,5,mentor
1476,yochannah,United Kingdom,GBR,,,,5,speaker
1477,yochannah,United Kingdom,GBR,,,,5,speaker
1478,yochannah,United Kingdom,GBR,,,,5,speaker
1479,yochannah,United Kingdom,GBR,,,,6,organizer
1480,yochannah,United Kingdom,GBR,,,,6,mentor
1481,yochannah,United Kingdom,GBR,,,,6,speaker
1482,yochannah,United Kingdom,GBR,,,,6,speaker
1483,yochannah,United Kingdom,GBR,,,,6,speaker
1484,yochannah,United Kingdom,GBR,,,,6,speaker
1485,yochannah,United Kingdom,GBR,,,,6,speaker
1486,yochannah,United Kingdom,GBR,,,,7,organizer
1487,yochannah,United Kingdom,GBR,,,,7,mentor
1488,yochannah,United Kingdom,GBR,,,,7,mentor
1489,yochannah,United Kingdom,GBR,,,,7,speaker
1490,yochannah,United Kingdom,GBR,,,,7,speaker
1491,yochannah,United Kingdom,GBR,,,,8,organizer
1492,yochannah,United Kingdom,GBR,,,,8,speaker
1493,yochannah,United Kingdom,GBR,,,,8,speaker
1494,yochannah,United Kingdom,GBR,,,,8,speaker
1495,yochannah,United Kingdom,GBR,,,,8,speaker
1496,yochannah,United Kingdom,GBR,,,,catalyst,expert
1497,yochannah,United Kingdom,GBR,,,,catalyst,organizer
1498,yochannah,United Kingdom,GBR,,,,catalyst,speaker
1499,yochannah,United Kingdom,GBR,,,,catalyst,speaker
1500,yochannah,United Kingdom,GBR,,,,catalyst,speaker
1501,yochannah,United Kingdom,GBR,,,,catalyst,speaker
1502,yochannah,United Kingdom,GBR,,,,catalyst,speaker
1503,yochannah,United Kingdom,GBR,,,,dra,organizer
1504,yochannah,United Kingdom,GBR,,,,dra,speaker
1505,yuwei-cao-git,Canada,CAN,,,,dra,participant
1506,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,2,expert
1507,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,2,mentor
1508,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,2,mentor
1509,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,3,expert
1510,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,3,mentor
1511,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,4,mentor
1512,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,4,speaker
1513,zchikwambi,Zimbabwe,ZWE,Harare,31.0601584,-17.8567035,catalyst,participant
1514,zdunseth,United States,USA,Providence,-71.4128343,41.8239891,5,participant
1515,zebetus,United Kingdom,GBR,,,,1,mentor
1516,zebetus,United Kingdom,GBR,,,,2,expert
1517,zee-moz,,,,,,7,speaker
1518,zenita-milla-luthfiya,Indonesia,IDN,Solo,110.828448,-7.5692489,3,participant
1519,zulidyana-rusnalasari,Indonesia,IDN,,,,3,speaker
